C,A3,D,A2,B,E,A1,F,NA
0.011396319131815989,0.01677572017795058,0.011521654163156104,0.03359577899908845,0.01685056670610022,0.007218523800381852,0.06797261819939002,0.006723570256903342,0.02783831540980571
0.016881547255653096,0.012109795144586105,0.01866659838416877,0.02360528668621999,0.01514569512465908,0.011957836659650466,0.018037129993628997,0.006867852361154696,0.022018525338142438
