A1,B,A2,E,C,F,A3,D,NA
0.0711256005787648,0.016833390764018324,0.03336609935895659,0.006113718194307403,0.011556123119958465,0.004434912767009675,0.01607934899440045,0.007770216503707881,0.015950889825013678
0.014539967490857897,0.0037048685382056793,0.025332812176395336,0.0015391733147920202,0.00927021727285135,0.004427859568381276,0.004647312787538489,0.011351849223334752,0.022051464630471366
