E,B,A2,A3,C,F,D,A1,NA
0.044660390319220825,0.09019507709166312,0.0378875541244261,0.05455294691032311,0.022416649952506987,0.019117448637895124,0.019095194452279002,0.119048355927693,0.013028642979654372
0.009040535060169927,0.01379496494121421,0.02891307407702796,0.00872990750528474,0.02294159868296965,0.01909747321772171,0.02811447942812449,0.04228082117285387,0.017185111930203664
