E,C,A3,F,A2,A1,B,D,NA
0.03970299104356902,0.01883004051131749,0.05940013918806643,0.017934716502198928,0.03569762270719129,0.033069202448814214,0.01677289765715863,0.02167899775776816,0.012196478434794666
0.006933325367677622,0.011187119846132432,0.010362234380156885,0.01663172986986737,0.018614675266738018,0.010103325489724063,0.0023959199066711976,0.037390769227506976,0.01669011012009237
