C,A3,E,A2,D,B,F,A1,NA
0.017697813037148354,0.013084342107266767,0.0044991815228196345,0.025304237030583578,0.01121566875761594,0.019482908659520716,0.003090602046879342,0.05667120656282714,0.03901060721310648
0.012927017322379789,0.009043696490484782,0.0027766201834798516,0.02280073249398033,0.004137722607477,0.009299230629117092,0.003319103262496155,0.041366171311599774,0.03618074503655068
