A1,F,E,C,A3,A2,B,D,NA
0.05575010001933068,0.0041934365968657504,0.004763669410840168,0.01112853013339375,0.056249568514679285,0.027215743769707642,0.019962966760031814,0.008555605820195496,0.01827198827667954
0.035978621526437694,0.0018253768451620602,0.002218861826900481,0.010984996603323407,0.009319727621450405,0.019965940305818736,0.01261407153095056,0.010068257502863465,0.014134205935216977
