A3,A2,D,F,C,B,E,A1,NA
0.010015790840017271,0.03008323042134879,0.011032135118987754,0.0069656168613742775,0.02803198955823548,0.017087616231782923,0.00691798535208327,0.08164669459491586,0.027607215539705528
0.0050321528649471215,0.012354129404952138,0.012203011237563817,0.011071929117917425,0.002996256018675913,0.011602314929115823,0.003995619623339407,0.06778295756694536,0.015980326334444333
