B,A3,A1,A2,D,F,C,E,NA
0.052434401008773016,0.01691412276143826,0.10150793522330323,0.046245035147032806,0.019724481271901635,0.014305463201240931,0.02030179340560966,0.024781188266676014,0.029326692069629706
0.03369210620042749,0.009580315502209192,0.05181193962048167,0.036553947364390875,0.026969579224750916,0.033807812776356964,0.008303593752666538,0.009983733857930789,0.018437057855277758
