D,E,A2,C,A1,F,B,A3,NA
0.03362931679385171,0.01758910031424197,0.052441965967742775,0.03405670511680651,0.08564656072819592,0.02643531928850809,0.06002094607494928,0.05169121060844917,0.02737697954413615
0.008564487491579162,0.00925454614885054,0.01929783758991163,0.013981679817318566,0.01851881246824678,0.01526479086073984,0.010877614108717265,0.022467173821952808,0.011296507117193025
