D,A3,B,F,E,C,A2,A1,NA
0.018192726818162468,0.015535394005619312,0.04021702155155021,0.01971881095851708,0.027567048990809435,0.016196168940538432,0.029183068762438452,0.09056196447185144,0.04785615300221967
0.013170128150084079,0.008392426788736468,0.02695436580256742,0.020606456872280025,0.007887160540475507,0.01688406166902764,0.04770117455971257,0.06649811939791749,0.03642807982879228
