B,A1,F,A2,E,C,A3,D,NA
0.048445287819307244,0.2475481391158601,0.0028658354674074185,0.03474617184834453,0.003880819848090921,0.008880536809046526,0.012711892161192792,0.008701222455998475,0.04207252977377944
0.007798993245980092,0.0728992577162652,0.005674721754650389,0.012319419423603437,0.001920802196752427,0.010647415146774045,0.012268092254947247,0.00775088904009787,0.018782271984707118
