F,E,A1,A2,D,C,A3,B,NA
0.0156336851709815,0.020110257271621072,0.043279978901303036,0.04321791310762007,0.02120640941097045,0.020898094806559523,0.029842310892546915,0.04822883889584247,0.014936797679372409
0.024773611521140732,0.013304453295592841,0.05567745259685458,0.034555690208216194,0.032313764627935344,0.01368108661349946,0.0197958012241516,0.011878097491552784,0.01346828420895752
