F,D,A2,B,C,A3,A1,E,NA
0.0337086413391419,0.021041912427435614,0.048680071235530836,0.01254238766923853,0.017921241893612588,0.0332095020681956,0.027914451167848024,0.03522769014803765,0.012603548958226074
0.0310175038311493,0.028139156652996555,0.051856447418420916,0.006899915385287271,0.007283268442199582,0.009720221547377889,0.014482099829619807,0.01420263841519894,0.016355189626436072
