A2,A1,F,E,C,D,A3,B,NA
0.04025104234655808,0.10997023311567578,0.01593524863529144,0.014417120218772754,0.02137840077121905,0.020998465844354504,0.04950473826657351,0.012528099882989245,0.015715161079187693
0.030456299001864234,0.08478436110478926,0.02198337635654295,0.014260205024306999,0.028084723371529573,0.040213367710814234,0.013769508819985232,0.0031932468412281165,0.022260271629838537
