F,D,B,A1,E,A2,C,A3,NA
0.006545839989874615,0.008641098149847936,0.01650334955667432,0.05759217387390603,0.00421280824941997,0.027434471041049933,0.025830692824297844,0.01626859124019633,0.017516175982595035
0.013690431095629197,0.006977574747005788,0.01333198717000697,0.013729521680563591,0.0028163602112176063,0.01424087668585918,0.013596875205542973,0.025795715935614624,0.014833561795294744
