A3,A2,C,F,D,A1,E,B,NA
0.03574257287557221,0.03056945840274483,0.02110305444165662,0.019384422193847225,0.025251477376881343,0.11394538213216679,0.0456800861040804,0.076510415011836,0.013245592057291871
0.008483352842809039,0.04802475490197188,0.04800957580705122,0.0306793140680546,0.022461458829723724,0.027678733948294277,0.02439008623606435,0.009390354442103352,0.01323501795788512
