A3,E,A2,B,A1,D,C,F,NA
0.05026306978877419,0.02340956003824581,0.023590336491043938,0.01622588744356878,0.027373257911689337,0.021713847186963394,0.024688323526146028,0.023195055342907722,0.01648985072163776
0.021456120086871974,0.006431505673020523,0.02085402359256959,0.007886985473247296,0.018070953851497554,0.018328509390094855,0.010519029835905053,0.007829489363197292,0.015028436635870107
