E,D,A1,C,F,A3,A2,B,NA
0.004512319403370429,0.007725025510843124,0.12993219794933653,0.009184933628886737,0.004532678978059259,0.013282767244285457,0.03021060922745,0.05305188671750779,0.01726078084212414
0.008729235073025221,0.0075791767138887476,0.029418940157760604,0.01992178015852841,0.005693153651710301,0.01437515779948989,0.026443271850858725,0.005376141798967865,0.02783249821323377
