A3,D,F,C,E,B,A1,A2,NA
0.03047765175906475,0.02257508784555073,0.017233875547273833,0.01647194031417872,0.041694138383029045,0.020591067102234444,0.04873937844142575,0.03651986570663536,0.013678434360055086
0.011327262246380402,0.042226234769594466,0.040987580586542845,0.01165742203423549,0.02420668359529503,0.012757841498134415,0.018915078120755175,0.009845467669297411,0.015098188403758747
