B,C,A3,E,F,A1,A2,D,NA
0.033602320721763376,0.02544175978083971,0.017617326618207384,0.004153669790274846,0.006071372939095134,0.06423008741689173,0.027265915628947986,0.009798949537881506,0.016635522890346296
0.01506567563507831,0.00718317723345992,0.013612549216950723,0.005996906200278394,0.012611825856891086,0.05336422916056358,0.007910003252371484,0.003200439374626688,0.016953891495422965
