A1,E,B,C,D,A3,F,A2,NA
0.23629899922285894,0.0033327701385490872,0.01884648508431381,0.0164812228066027,0.011521897112256655,0.01291653425882788,0.003238440661734484,0.022430678389681102,0.03479675442500522
0.06062472606228728,0.004455440511204706,0.013347018290986654,0.008025605259253292,0.018811843921369784,0.00692958438716626,0.005087047237751354,0.009518492559009403,0.02481755950751686
