C,A1,A2,E,D,A3,F,B,NA
0.02084696192324285,0.08959679807794467,0.042897459086480225,0.021594188984861325,0.019432184599161875,0.020667931387764026,0.014769753066399714,0.02622163925296673,0.035007134545447786
0.012143861390080701,0.08307592118882326,0.02129468302610125,0.025814242233054438,0.021104049591283012,0.01193325641187771,0.034039454730100796,0.018627724500300563,0.01607464685772045
