C,A2,B,E,D,F,A1,A3,NA
0.022780741469745232,0.04735399743760368,0.05166847379112573,0.024187373425416298,0.020181759044612016,0.023214587749364794,0.047468701343018324,0.037866392895066506,0.025911545179194834
0.019453765274575128,0.008301929238460135,0.019171568246771815,0.007213924273125875,0.010826469031581428,0.010240901736275274,0.02030033721272061,0.006660466669899052,0.016240194113208397
