E,C,B,D,A2,A3,A1,F,NA
0.02312038836092702,0.030549930018413607,0.04484363540329659,0.03019137553769545,0.0871735823590307,0.02875350794004053,0.0941676392061643,0.014760628623298612,0.03875554818896283
0.015780570292408973,0.03339763679901512,0.026956794859334065,0.010524065368741106,0.08441895222004375,0.033964847513420195,0.09757267782940575,0.005545461125521876,0.0346994356991891
