A2,A3,F,D,C,E,A1,B,NA
0.027870109915304912,0.012190084167278783,0.00881232444182842,0.009704209166437707,0.01402136151114818,0.007226358353090547,0.06361441102794714,0.05222064171935118,0.024244887075042434
0.013055020867401568,0.008029479154478436,0.012319169790404025,0.024456067838087858,0.017348318658732743,0.015706352071306412,0.0862512137021499,0.010737662684556087,0.015708995207939426
