C,A2,F,D,A1,A3,E,B,NA
0.017757214046894513,0.03807378679409586,0.017470329316287662,0.016269256832273517,0.029142982683065255,0.03284037015530739,0.0344638341393231,0.014299590612922417,0.012527538137002405
0.03260089036094676,0.020086288073209762,0.02333384068077328,0.023462295963160407,0.0271414763593102,0.008010430373186226,0.009047795055607898,0.0023892972881721006,0.019352975656140334
