E,F,A3,C,A1,A2,D,B,NA
0.029210211211390547,0.020962280277183765,0.015486092280779332,0.023480340703139264,0.09027722167243236,0.03731722540140887,0.023557272084655512,0.03979309085540786,0.05523003531436132
0.041732613609051415,0.0094180258997162,0.012246713348971839,0.025171397673660514,0.05438170875428753,0.02803926919325327,0.03193554044155116,0.014794178170847919,0.031762408527684916
