A1,A2,C,D,A3,B,F,E,NA
0.088219246537702,0.08006876887673792,0.030356901716764643,0.03475254642530315,0.03212008766702798,0.038853953114212365,0.012793064947855756,0.01297086738087935,0.0335107919643601
0.006420512444238931,0.025371753770424027,0.04273783103220565,0.01063418924344684,0.02203947363487374,0.0282063160554968,0.006930345939954285,0.02610642311391649,0.032739526775498344
