A3,F,D,A1,E,B,C,A2,NA
0.03931846047002831,0.03227632714526977,0.022230159071940554,0.05156895784986019,0.016237366157817134,0.040052117182419154,0.036399980515136855,0.029986741063603568,0.018123737763322184
0.017604449523846363,0.021613469182556706,0.010398869679953765,0.051029466009982115,0.019435806768958203,0.02024962430522173,0.03649294713269554,0.015276672985713427,0.012281286369477055
