E,A2,A1,F,A3,C,D,B,NA
0.023746049523585732,0.03048996393138251,0.06439150711305562,0.02580734803327052,0.0168625101324983,0.02471330546354023,0.021660670306108395,0.01773135692219074,0.01545577481514897
0.004135499884940159,0.026272459333954,0.010172124666801832,0.022340747025044683,0.01642985500965433,0.024903262362269977,0.02643365639356954,0.010771982420666423,0.02112785420633796
