D,A3,F,A2,E,A1,C,B,NA
0.00724725214046647,0.011114718018088011,0.004996027184460866,0.024511228481864253,0.004626937595427331,0.058597970396720406,0.009563357466815893,0.04457229132703121,0.04446905986789179
0.018362216466115355,0.008998347099535531,0.004230606455934884,0.014170894784461596,0.004731966874798827,0.019376451203910034,0.01326980018717199,0.02023427163233611,0.024225563554094765
