F,B,D,A3,E,C,A1,A2,NA
0.007701854689238705,0.01815459427367941,0.011767336979311479,0.01406598421760049,0.0069799074373376215,0.013157787690409081,0.05589228282960352,0.02879437480705994,0.027657605023945517
0.011839339229304987,0.012951368154678627,0.017477283707454546,0.013875537202491345,0.005522050453062953,0.009179915929511747,0.052354905993492885,0.039649720998480936,0.022010738356652158
