C,A3,A1,E,F,D,A2,B,NA
0.010883141365697253,0.016610525602292193,0.05421296291794167,0.005311797354427898,0.005170722084456849,0.009824449549802949,0.02326119651360339,0.014824079724536044,0.01914932089149134
0.010082171244300499,0.017828411567742317,0.08643900059765429,0.007044604620320909,0.00831780359902788,0.011081771235221596,0.02412265741924176,0.010443866198128099,0.017667489789369707
