F,D,A3,C,A1,E,B,A2,NA
0.01926880162138177,0.021238083871160093,0.03303916126842147,0.01665214797707979,0.031669820646160994,0.01207119955488456,0.01319799955818011,0.03524071732234215,0.012019813640824084
0.020103428060372488,0.016940299609530342,0.010651840454919537,0.014264725411212723,0.01624241781900242,0.013641338694361573,0.011072205217240885,0.053982413243494475,0.018942085875689175
