C,B,A2,A3,A1,D,E,F,NA
0.019784109481437665,0.08007021234802006,0.03910633269089527,0.009649781626952812,0.10427789824259086,0.025029544225710104,0.04243683367026346,0.017337441192767245,0.012085504410296514
0.027379973352097384,0.0069922617002522265,0.014592563792239313,0.012819089650079352,0.03612665532468536,0.04059308833901453,0.01181117431080203,0.010513288746248848,0.022821059838016966
