A1,A3,C,B,F,E,D,A2,NA
0.04874649032295087,0.04715982914533485,0.027874674610040402,0.0761185736517769,0.020049161521460624,0.037422499001708,0.024276517618093015,0.03402035048645157,0.012729834642181099
0.04683427182284016,0.008213298979139564,0.02788880096485204,0.006056014031765561,0.02756185758557744,0.015131977067846586,0.03442678898994626,0.04303973839400075,0.013062776696627754
