E,A3,A1,D,F,A2,C,B,NA
0.0058214105039240144,0.014186378783651253,0.20332907559588473,0.007600483435900778,0.0041497361131232775,0.03151742927861257,0.010813840575387073,0.017552783316340553,0.015506041581385693
0.0018172118003141012,0.008608725038177292,0.01925834610700831,0.0122688085121681,0.008447449063333045,0.027924429337068003,0.00637180111632574,0.019138669415650855,0.009555522010290656
