D,F,C,B,A1,A2,E,A3,NA
0.023142243994067915,0.02065264988284304,0.02503503132279737,0.014308394833281559,0.054949985886140015,0.04028280695347328,0.038792317272920714,0.034414224370551756,0.01582749779403816
0.03629855744738915,0.03460293023301023,0.014888397009109489,0.004991423776468468,0.035600678929032736,0.024062023608003635,0.016128522625044207,0.006632251055622304,0.02181723161394385
