F,D,A3,C,A2,B,E,A1,NA
0.002674896414976617,0.010135575966868753,0.013569378085084644,0.009380520003021978,0.02429080480926602,0.01425467663909982,0.0037512665220163902,0.14102779570331495,0.040074927525522906
0.0031198292113986934,0.008186699057467838,0.019322913600127858,0.008353573333218891,0.01751885522617534,0.017904264453175764,0.0025112815776782535,0.05062535271479868,0.011155485360055561
