C,B,F,D,A3,A2,E,A1,NA
0.02569909971012897,0.014825625213223054,0.006378956864946983,0.009979673236475209,0.013916691525169032,0.02242866377847944,0.004714371826785692,0.18805399701478878,0.014559311391223798
0.007129204274945858,0.007360059625518001,0.004960098021900489,0.008425849446567974,0.02531681882471837,0.023721706909642436,0.009121022166061922,0.03412749345401469,0.025186203705647545
