E,B,D,C,A3,A2,A1,F,NA
0.033185501581631464,0.013643547400330535,0.022047090794950826,0.017019054353351055,0.028067946769711263,0.044215125766165826,0.088751988953143,0.017630329819353495,0.015592409090195986
0.00740643937187524,0.007702264067480637,0.017168836254865285,0.018668905974593416,0.0053043888956962005,0.08182865365599618,0.030243000110217754,0.04854478118756735,0.023545803334624315
