D,F,A2,A1,C,A3,E,B,NA
0.02593501681810741,0.013825094587566986,0.06999925961997652,0.12193086859450962,0.028265160557902205,0.030509997585116192,0.0203682049767993,0.03847236345641161,0.02179698277655236
0.021501292837869668,0.021444275783095934,0.026143839400503327,0.05419719185873517,0.038759838848343504,0.009370968987455708,0.026103586883265927,0.025815147027403562,0.011668657183404216
