E,A1,F,B,A3,C,D,A2,NA
0.04033005167571907,0.04461472456098616,0.016910059288102634,0.021880335064374076,0.04427718814749654,0.019802641130139357,0.02537230928167716,0.042604538907349894,0.013587103479301471
0.02141853953718227,0.04813261813036047,0.021940249932593636,0.013927331314865047,0.009277849076613697,0.021105331938974597,0.02314976496028957,0.03698127572927664,0.01356443979767437
