A3,D,F,C,B,A2,E,A1,NA
0.04598302989171366,0.0208909893256131,0.024360714651699332,0.021192354908753604,0.020457170998071386,0.030421343204999344,0.029791279873463146,0.02305799279484981,0.017362361858002676
0.015455948390224702,0.03826045114674002,0.023398281799222074,0.032260763009076446,0.02408658558663306,0.02480954046353891,0.01587299222073588,0.022836048759630828,0.017129667724103962
