A2,E,D,C,A1,F,B,A3,NA
0.024433209960071273,0.0061602021607638025,0.009764396977022574,0.02566271859782502,0.20020780960647414,0.007930593083237932,0.049826848198541746,0.014527359990636665,0.022886608066843905
0.035415033698860156,0.009416835298759791,0.010191793874196645,0.017228763283624708,0.06797682314113031,0.009699549607054728,0.007757836839948351,0.011135474499959339,0.019165972932897388
