A2,B,A3,A1,D,C,F,E,NA
0.0288757726625816,0.04152099092615125,0.03177357733559469,0.049358774507910125,0.017861973908658117,0.025995111520884524,0.016309252908358367,0.01451770807084786,0.016945575653878036
0.019551733899388673,0.023890089411744152,0.02282141399977873,0.01867524471830571,0.010525438788984548,0.015371742405236921,0.014374304045887071,0.011404508227308449,0.01624716271738632
