C,A1,D,A3,A2,B,F,E,NA
0.02086446446008649,0.09697994418789237,0.025199646764204723,0.016781980855540203,0.0409222807009544,0.04255161337912174,0.01815266529304831,0.04128964134863868,0.03460467469342753
0.03033393102441656,0.02622284029702555,0.010012451125485025,0.00601642281584427,0.062497846339343154,0.005794610653893269,0.005778185561524279,0.013996629423158206,0.042224557977562506
