B,A2,A1,A3,C,F,D,E,NA
0.033648814696624056,0.03670663167847854,0.11928646834446319,0.01353034300190671,0.011970796045808012,0.004822913910517529,0.007826196803860812,0.004493759169176023,0.013796449541808848
0.012345447172224749,0.06162642013772149,0.043553573617256446,0.012694951035812821,0.008945111108234337,0.007190120395520093,0.014321591168313644,0.004851170191425593,0.016913080220983815
